track_artist,track_name,energy,tempo,danceability,playlist_genre,loudness,liveness,valence,speechiness,track_popularity,playlist_name,track_album_release_date,instrumentalness,key,duration_ms,acousticness,playlist_subgenre
Juice WRLD,Lean Wit Me,0.651,163.935,0.665,arabic,-5.515,0.0896,0.237,0.156,77,Arab X,2018-12-10,0.0,1,175755,0.0414,modern
"WIU, Teto",Problemas de um Milionário,0.484,133.03,0.93,hip-hop,-5.486,0.0922,0.747,0.259,70,Trap,2024-04-10,6.84e-05,2,144361,0.355,trap
Creepy Nuts,Bling-Bang-Bang-Born,0.822,157.013,0.853,j-pop,-6.836,0.166,0.746,0.246,80,Anime Hits,2024-01-07,0.00985,6,168136,0.0841,anime
Red Hot Chili Peppers,Snow (Hey Oh),0.9,104.655,0.427,rock,-3.674,0.119,0.599,0.0499,77,Alternative Rock,2006-05-09,1.75e-05,11,334667,0.116,alternative
"Flo Rida, David Guetta",Club Can't Handle Me (feat. David Guetta),0.869,127.966,0.616,pop,-3.911,0.064,0.473,0.0327,76,Throwback Party,2010-11-24,0.0,0,234560,0.0283,throwback
Drake,No Face,0.69,125.951,0.853,hip-hop,-5.858,0.0835,0.471,0.0647,78,RapCaviar,2024-08-31,0.0,10,137143,0.0771,modern
The Neighbourhood,Sweater Weather,0.807,124.053,0.612,pop,-2.81,0.101,0.398,0.0336,90,Global Top 50,2013-04-22,0.0177,10,240400,0.0495,global
Rihanna,Pon de Replay,0.64,99.017,0.779,pop,-8.415,0.101,0.499,0.159,78,Throwback Party,2005-08-29,0.000766,7,246960,0.000155,throwback
leadwave,memories,0.0823,67.238,0.252,electronic,-27.338,0.0857,0.0381,0.0344,70,Vaporwave Essentials,2022-09-23,0.928,5,86320,0.951,vaporwave
Tommy Richman,DEVIL IS A LIE,0.452,90.026,0.904,gaming,-7.272,0.115,0.613,0.132,78,Top Gaming Tracks,2024-06-14,0.0,9,130944,0.174,modern
"KAROL G, Peso Pluma",QLONA,0.738,169.918,0.841,latin,-7.455,0.0892,0.484,0.307,83,Reggaeton Hits,2023-08-10,0.0,7,172798,0.52,reggaeton
Metallica,Enter Sandman,0.828,123.257,0.577,metal,-8.691,0.0581,0.604,0.0298,79,Metal Essentials,1991-08-12,0.0114,6,331267,0.00213,classic
Red Hot Chili Peppers,Give It Away,0.936,91.577,0.666,rock,-9.919,0.153,0.776,0.0476,72,Rock Classics,1991-09-24,0.086,7,282907,0.00244,classic
Céline Dion,It's All Coming Back to Me Now,0.438,87.903,0.384,blues,-9.149,0.101,0.287,0.0362,72,Classic Blues,1996-03-11,0.0,0,456867,0.753,classic
"Bad Bunny, Chencho Corleone",Me Porto Bonito,0.712,92.005,0.911,latin,-5.105,0.0933,0.425,0.0817,81,Reggaeton Hits,2022-05-06,2.68e-05,1,178567,0.0901,reggaeton
The Rolling Stones,"Paint It, Black",0.795,158.691,0.464,rock,-9.267,0.399,0.612,0.0926,81,Rock Classics,1966-04-15,0.00244,1,202267,0.0493,classic
"Rotimi, Wale",In My Bed,0.501,103.993,0.637,ambient,-6.148,0.099,0.431,0.187,68,Meditative Vibes,2019-12-13,5.91e-05,0,185461,0.229,meditative
Hozier,Too Sweet,0.62,117.038,0.741,gaming,-5.505,0.0398,0.934,0.0412,77,Top Gaming Tracks,2024-03-22,0.000809,10,251424,0.0295,modern
"Bad Bunny, Buscabulla",Andrea,0.616,103.071,0.797,latin,-10.229,0.0979,0.451,0.375,74,Chill Spanish Vibes,2022-05-06,0.000293,1,339612,0.762,chill
Vansire,Metamodernity,0.544,121.968,0.823,rock,-10.077,0.108,0.826,0.0358,69,Feel Good Indie Rock,2019-06-11,0.165,5,162663,0.389,feel-good
Yaelokre,Harpy Hare,0.533,130.02,0.645,folk,-11.65,0.2,0.349,0.0351,76,Nordic Folk,2024-01-04,7.08e-06,2,180923,0.644,nordic
Alicia Keys,Fallin',0.609,95.986,0.652,r&b,-7.519,0.233,0.482,0.037,76,R&B Hits,2001-06-05,0.00101,11,210200,0.263,modern
"Gala, Molella, Phil Jay","Freed From Desire - prod. Molella, Phil Jay",0.861,128.99,0.704,pop,-4.221,0.0992,0.636,0.0493,75,Throwback Party,1997-11-17,0.0615,2,213394,0.587,throwback
"Cazzu, Lyanno, Rauw Alejandro, Dalex",Nada,0.543,98.992,0.898,latin,-8.317,0.338,0.359,0.121,71,Reggaeton Hits,2019-06-03,0.000623,6,305114,0.343,reggaeton
"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,0.782,119.992,0.727,gaming,-8.529,0.225,0.655,0.042,86,Top Gaming Tracks,2024-06-07,0.336,8,177599,0.0563,modern
Juanes,Nada Valgo Sin Tu Amor,0.643,76.979,0.601,rock,-4.581,0.283,0.387,0.0272,70,Spanish Rock Classics,2004-01-01,0.0,0,196360,0.155,spanish
"Eurythmics, Annie Lennox, Dave Stewart",Sweet Dreams (Are Made of This) - 2005 Remaster,0.711,125.135,0.692,pop,-7.498,0.12,0.875,0.0317,83,Throwback Party,1983-01-04,0.0,0,216933,0.225,throwback
Pantera,Cowboys from Hell,0.908,114.816,0.415,metal,-9.701,0.082,0.437,0.0765,71,Heavy Metal Classics,1990-07-20,0.0345,2,243533,0.00437,heavy
Vanessa Carlton,A Thousand Miles,0.825,94.931,0.56,pop,-3.862,0.161,0.268,0.0379,75,Soft Pop Hits,2002-04-30,0.0,11,237493,0.323,soft
Pantera,Cowboys from Hell,0.908,114.816,0.415,metal,-9.701,0.082,0.437,0.0765,71,Death Metal Essentials,1990-07-20,0.0345,2,243533,0.00437,death
Leona Lewis,Bleeding Love,0.656,104.036,0.638,pop,-5.886,0.146,0.225,0.0357,75,Soft Pop Hits,2007,0.0,5,262467,0.188,soft
NLE Choppa,Gang Baby,0.699,129.054,0.92,hip-hop,-6.635,0.0745,0.484,0.358,72,RapCaviar,2024-09-27,0.0,11,138180,0.00768,modern
Ludovico Einaudi,Nuvole Bianche,0.0582,132.614,0.191,classical,-25.398,0.0941,0.0454,0.0578,70,Neo-Classical,2004-01-01,0.89,8,357707,0.961,neo-classical
Michael Marcagi,Scared To Start,0.551,148.035,0.527,folk,-11.258,0.403,0.443,0.0345,84,Indie Folk,2024-01-12,2.75e-06,7,159636,0.384,indie
Sabrina Carpenter,Nonsense,0.697,138.992,0.74,pop,-4.912,0.224,0.732,0.034,86,Soft Pop Hits,2022-07-15,0.0,8,163648,0.0268,soft
Dolly Parton,9 to 5,0.783,105.39,0.554,pop,-5.852,0.631,0.813,0.0457,78,Throwback Party,1980,1.54e-06,6,162467,0.416,throwback
"Jasiel Nuñez, Peso Pluma",EN MI MUNDO,0.594,125.01,0.694,latin,-8.39,0.131,0.672,0.0366,75,Viva Latino,2024-11-07,0.0,8,307565,0.396,modern
Lynyrd Skynyrd,Sweet Home Alabama,0.606,97.785,0.596,rock,-12.145,0.0863,0.886,0.0255,78,Southern Rock,1974-04-15,0.000327,7,283800,0.181,southern
USHER,Confessions Part II,0.467,138.007,0.845,blues,-7.674,0.0694,0.702,0.138,68,Classic Blues,2004-03-23,0.0,1,211200,0.0586,classic
alt-J,Breezeblocks,0.658,150.093,0.615,rock,-7.299,0.205,0.293,0.0343,68,Feel Good Indie Rock,2012-09-18,0.000911,5,227080,0.096,feel-good
"Dr. Dre, Snoop Dogg",Still D.R.E.,0.775,93.431,0.816,hip-hop,-3.323,0.0543,0.527,0.234,81,90s Hip-Hop,1999-11-16,0.00031,11,270587,0.16,90s
Tems,Higher,0.581,102.964,0.609,ambient,-10.854,0.283,0.528,0.277,72,Meditative Vibes,2020-09-25,0.0,2,196204,0.509,meditative
XXXTENTACION,Revenge,0.251,139.999,0.746,hip-hop,-16.169,0.106,0.18,0.259,84,Chill Hop,2017-08-25,0.00203,11,120027,0.782,chill
Mac DeMarco,For the First Time,0.529,75.515,0.551,pop,-10.469,0.178,0.521,0.0517,80,Bedroom Pop,2017-05-05,0.0093,5,182307,0.296,bedroom
"Jain, Ian Asher",Makeba - Ian Asher Remix,0.937,123.993,0.651,electronic,-4.078,0.119,0.666,0.0468,69,Techno Bunker,2023-01-13,0.0975,7,125179,0.236,techno
"J Balvin, Bad Bunny",QUE PRETENDES,0.791,92.603,0.639,latin,-4.443,0.362,0.933,0.254,75,Reggaeton Hits,2019-06-28,0.0,10,222347,0.0275,reggaeton
"America, George Martin",A Horse with No Name,0.507,123.188,0.653,folk,-17.18,0.155,0.831,0.0534,76,American Folk,1972,0.0147,11,252240,0.687,american
Odetari,GOOD LOYAL THOTS,0.86,146.441,0.585,gaming,-5.274,0.18,0.607,0.116,73,Top Gaming Tracks,2023-03-15,0.000142,6,102557,0.0566,modern
Imagine Dragons,Bones,0.742,114.071,0.773,gaming,-3.678,0.0754,0.571,0.046,74,Top Gaming Tracks,2022-03-11,0.0,5,165265,0.0206,modern
Britney Spears,Oops!...I Did It Again,0.834,95.053,0.751,pop,-5.444,0.355,0.894,0.0437,79,Throwback Party,2000-05-16,1.77e-05,1,211160,0.3,throwback
"Post Malone, Young Thug",Goodbyes (feat. Young Thug),0.653,150.097,0.547,hip-hop,-3.875,0.103,0.163,0.081,74,Melodic Rap,2019-09-06,0.0,5,174853,0.456,melodic
Yeat,GEEK TIMË,0.752,158.042,0.638,hip-hop,-6.227,0.17,0.242,0.0385,72,RapCaviar,2024-10-18,0.734,1,170188,0.0066,modern
"Trippie Redd, Juice WRLD",1400 / 999 Freestyle (feat. Juice WRLD),0.572,141.996,0.823,arabic,-6.067,0.113,0.568,0.0865,69,Arab X,2018-11-09,0.0,6,175954,0.0079,modern
"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),0.764,140.113,0.882,hip-hop,-5.241,0.119,0.886,0.204,81,Gangster Rap,2024-05-23,0.0,11,140733,0.359,gangster
"Paperboy Fabe, Brent Faiyaz",Language,0.721,169.904,0.62,r&b,-5.538,0.563,0.77,0.0887,77,R&B Hits,2017-05-12,0.0075,4,150361,0.0422,modern
Lil Tecca,Did It Again,0.561,148.775,0.686,hip-hop,-9.929,0.114,0.186,0.191,72,Melodic Rap,2019-08-30,0.0,10,116240,0.185,melodic
Central Cee,LET GO,0.413,146.05,0.747,hip-hop,-11.197,0.17,0.481,0.488,72,UK Drill,2022-12-15,0.0,2,174247,0.848,drill
Billie Eilish,Male Fantasy,0.288,110.927,0.687,ambient,-10.415,0.0986,0.308,0.045,70,Dark Academia,2021-07-30,0.0,2,194887,0.863,academic
Post Malone,Wow.,0.538,99.952,0.829,hip-hop,-7.359,0.103,0.389,0.212,77,Melodic Rap,2019-09-06,1.88e-06,11,149547,0.137,melodic
"Tiakola, Ryflo, Oskoow",MANON B,0.709,130.081,0.872,electronic,-7.472,0.0998,0.309,0.176,71,French Touch,2024-08-29,0.0,10,169846,0.336,french
"Peso Pluma, Anitta",BELLAKEO,0.88,180.011,0.72,latin,-2.834,0.153,0.463,0.101,75,Reggaeton Hits,2023-12-07,0.06,9,197333,0.0562,reggaeton
Future,PUFFIN ON ZOOTIEZ,0.657,124.992,0.883,hip-hop,-5.748,0.128,0.284,0.305,77,Trap,2022-04-29,0.0,8,172933,0.0603,trap
"FloyyMenor, Cris Mj",Gata Only,0.499,99.986,0.791,latin,-8.472,0.0899,0.669,0.0509,87,Reggaeton Hits,2024-02-02,2.41e-05,8,222000,0.446,reggaeton
"Smur Lee, ODUMODUBLVCK, Shallipopi",JUJU (feat. Shallipopi),0.719,113.012,0.897,afrobeats,-7.164,0.0677,0.546,0.157,71,African Heat,2024-08-22,0.000531,6,157756,0.116,african
"Myke Towers, Juhn",Bandido,0.617,168.021,0.713,latin,-4.637,0.0962,0.682,0.0887,70,Reggaeton Hits,2020-12-10,0.0,8,232853,0.122,reggaeton
"Tiakola, Ryflo, Oskoow",MANON B,0.708,130.081,0.872,electronic,-7.472,0.0998,0.308,0.176,69,French Touch,2024-09-20,0.0,10,169846,0.336,french
"Lil Peep, Lil Tracy",witchblades,0.54,143.968,0.634,hip-hop,-7.002,0.302,0.543,0.0777,71,Melodic Rap,2017-02-07,0.0,8,149360,0.0223,melodic
Los Ángeles Azules,El Listón De Tu Pelo,0.432,81.109,0.695,latin,-8.195,0.296,0.765,0.0479,71,Cumbia Classics,1999-01-01,0.0,11,216107,0.312,cumbia
Mr. President,Coco Jamboo,0.838,100.021,0.832,pop,-5.414,0.152,0.965,0.0421,72,Throwback Party,1996-05-17,0.0,1,218733,0.0791,throwback
"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,0.782,119.992,0.727,electronic,-8.529,0.225,0.655,0.042,68,Afro House,2024-06-07,0.336,8,177599,0.0563,afro house
Electric Light Orchestra,Mr. Blue Sky,0.338,177.765,0.388,rock,-10.054,0.248,0.478,0.0329,76,Rock Classics,1977,3.73e-06,10,303373,0.652,classic
"Clean Bandit, Jess Glynne",Rather Be (feat. Jess Glynne),0.586,120.97,0.799,electronic,-6.735,0.193,0.549,0.0377,72,EDM Hits,2014-06-02,2.03e-06,11,227833,0.162,modern
Ne-Yo,So Sick,0.574,92.795,0.452,r&b,-8.336,0.189,0.578,0.311,78,R&B Hits,2006-01-01,0.0,6,207187,0.245,modern
Beach Weather,"Sex, Drugs, Etc.",0.839,143.969,0.572,rock,-5.083,0.522,0.465,0.0377,73,Alternative Rock,2016-11-04,0.00976,4,196784,0.013,alternative
"Lady Gaga, Bruno Mars",Die With A Smile,0.592,157.969,0.521,gaming,-7.777,0.122,0.535,0.0304,100,Top Gaming Tracks,2024-08-16,0.0,6,251668,0.308,modern
"Don Omar, Tego Calderón",Bandoleros,0.896,90.622,0.662,latin,-5.311,0.186,0.79,0.251,68,Latino Hip-Hop,2006-06-20,0.0,5,305280,0.318,hip-hop
Green Day,Good Riddance (Time of Your Life),0.432,94.605,0.475,rock,-7.844,0.161,0.648,0.0302,79,Rock Classics,1997-10-14,0.0,7,153467,0.183,classic
Shakira,Soltera,0.752,100.076,0.841,latin,-4.735,0.949,0.67,0.105,86,Viva Latino,2024-09-25,0.00046,2,214643,0.167,modern
Shubh,Bandana,0.718,89.906,0.716,hip-hop,-5.348,0.192,0.91,0.148,73,Desi Hip-Hop,2024-03-29,0.0,6,154667,0.0452,desi
"Myke Towers, benny blanco",DEGENERE 👑 (feat. benny blanco),0.709,194.055,0.744,pop,-5.778,0.0847,0.712,0.284,84,Today's Top Hits,2024-10-17,0.0,6,130880,0.0501,mainstream
"Gabry Ponte, Sean Paul, NATTI NATASHA",Born To Love Ya,0.863,130.02,0.652,electronic,-4.853,0.6,0.805,0.0523,69,Techno Bunker,2024-10-04,0.0,7,155077,0.0921,techno
Juice WRLD,Wishing Well,0.613,149.972,0.65,arabic,-6.13,0.267,0.0804,0.128,76,Arab X,2020-07-10,0.0,9,194621,0.00336,modern
Foo Fighters,Everlong,0.881,158.066,0.413,rock,-5.541,0.0805,0.364,0.0367,81,Rock Classics,1997-05-20,0.000308,11,250547,5.99e-05,classic
Bon Jovi,Runaway,0.899,152.445,0.475,rock,-4.321,0.14,0.603,0.0637,72,Rock Classics,1984-01-23,1.91e-05,9,230667,0.00375,classic
"Memphis Cult, Groove Dealers, SPLYXER",9mm,0.915,154.964,0.737,gaming,-2.749,0.084,0.304,0.0412,73,Top Gaming Tracks,2023-02-23,2.58e-05,0,86710,0.00322,modern
Yeat,Breathe,0.546,118.051,0.76,gaming,-13.092,0.103,0.113,0.0616,73,Top Gaming Tracks,2024-02-16,0.924,11,170847,0.0284,modern
Hozier,Work Song,0.363,121.412,0.531,ambient,-7.672,0.112,0.259,0.0608,77,Dark Academia,2014-09-19,0.0,10,229720,0.749,academic
Bruce Springsteen,Born in the U.S.A.,0.952,122.093,0.398,pop,-6.042,0.1,0.584,0.061,72,Throwback Party,1984-06-04,7.75e-05,4,278680,0.000373,throwback
Stromae,Formidable,0.629,70.568,0.513,electronic,-9.055,0.146,0.498,0.19,70,French Touch,2013-01-01,0.0,4,213933,0.0986,french
Arctic Monkeys,Do I Wanna Know?,0.532,85.03,0.548,rock,-7.596,0.217,0.405,0.0323,84,Alternative Rock,2013-09-09,0.000263,5,272394,0.186,alternative
"The Blessed Madonna, Clementine Douglas",Happier (feat. Clementine Douglas),0.831,126.056,0.785,electronic,-3.681,0.086,0.673,0.0444,68,Techno Bunker,2024-02-02,0.0105,0,170359,0.0038,techno
"Kronan, Nyaruach, Bakermat",Gatluak - Bakermat Remix,0.647,117.737,0.581,electronic,-7.335,0.304,0.257,0.0614,73,Techno Bunker,2021-07-23,0.0502,11,139384,0.0778,techno
"Kanye West, Chris Martin",Homecoming,0.747,86.918,0.67,hip-hop,-7.059,0.115,0.918,0.189,79,Chill Hop,2007-09-11,0.0,1,203493,0.337,chill
Somnum Magnam,Touches,0.00161,140.997,0.138,ambient,-43.643,0.0951,0.155,0.0532,72,Ambient Chill,2024-01-19,0.971,5,144750,0.977,chill
The Kid LAROI,NIGHTS LIKE THIS,0.757,142.579,0.482,pop,-4.586,0.143,0.12,0.0355,88,Global Top 50,2023-11-10,0.0016,6,86984,0.0137,global
"Calvin Harris, John Newman",Blame (feat. John Newman),0.857,128.024,0.414,pop,-4.078,0.343,0.348,0.0808,79,Throwback Party,2014-10-31,0.00574,0,212960,0.0287,throwback
P!nk,Try,0.628,103.998,0.674,pop,-7.079,0.0944,0.552,0.03,79,Soft Pop Hits,2012-09-18,0.0,2,247907,0.00144,soft
The American Dawn,Her,0.603,102.99,0.66,rock,-7.7,0.0751,0.527,0.025,73,Feel Good Indie Rock,2024-07-26,0.0144,3,214087,0.00566,feel-good
"Wizkid, Brent Faiyaz",Piece of My Heart (feat. Brent Faiyaz),0.648,93.2,0.737,arabic,-5.493,0.105,0.746,0.138,77,Arab X,2024-10-18,6.92e-06,1,259354,0.252,modern
2Pac,Do For Love,0.63,95.0,0.874,hip-hop,-3.585,0.0582,0.717,0.298,74,Chill Hop,1997-01-01,0.00479,1,281600,0.0578,chill
"MAN WITH A MISSION, milet",絆ノ奇跡,0.951,169.955,0.436,j-pop,-4.748,0.149,0.428,0.202,68,Anime Hits,2023-04-10,0.0,7,223320,0.0046,anime
Gunna,on one tonight,0.727,130.035,0.887,gaming,-4.318,0.213,0.932,0.135,82,Top Gaming Tracks,2024-05-10,1.16e-06,4,90760,0.381,modern
David Bowie,Heroes - 2017 Remaster,0.758,112.113,0.489,rock,-6.491,0.092,0.435,0.0297,72,Rock Classics,1977,0.49,7,371413,0.000678,classic
"Rvssian, Rauw Alejandro, Ayra Starr",Santa,0.709,99.993,0.725,latin,-5.017,0.114,0.648,0.129,79,Reggaeton Hits,2024-04-04,0.000189,3,193039,0.321,reggaeton
Myles Smith,Solo,0.439,122.877,0.586,folk,-7.993,0.117,0.365,0.0346,73,Indie Folk,2023-11-15,0.0,0,199756,0.715,indie
"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",57,0.712,91.98,0.848,latin,-3.574,0.106,0.692,0.0981,84,Reggaeton Hits,2024-11-08,0.0,1,298131,0.221,reggaeton
David Kushner,Miserable Man,0.348,110.019,0.631,ambient,-10.285,0.295,0.32,0.0343,68,Dark Academia,2022-09-16,8.87e-05,10,232992,0.926,academic
"The Chainsmokers, ROZES",Roses,0.802,100.001,0.713,electronic,-7.055,0.309,0.343,0.0561,71,EDM Hits,2015-06-16,0.00377,4,226739,0.0435,modern
Pearl Jam,Even Flow,0.944,105.338,0.394,rock,-6.506,0.298,0.265,0.0761,77,Alternative Rock,1991-08-27,4.54e-06,10,292581,0.00178,alternative
The Smashing Pumpkins,Bullet With Butterfly Wings - Remastered 2012,0.72,121.864,0.404,rock,-9.18,0.0466,0.475,0.0623,73,Rock Classics,1995,0.836,10,258467,5.59e-05,classic
"Brent Faiyaz, FELIX!, Tommy Richman",Upset (feat. Tommy Richman & FELIX!),0.5,135.03,0.856,r&b,-9.393,0.104,0.886,0.18,75,R&B Hits,2023-10-27,0.0,11,177900,0.487,modern
BabyChiefDoit,The Viper,0.831,139.905,0.652,hip-hop,-5.972,0.269,0.648,0.264,68,RapCaviar,2024-09-20,0.0,10,150997,0.0111,modern
d4vd,Feel It - From The Original Series “Invincible”,0.593,120.509,0.565,rock,-5.864,0.215,0.429,0.0883,78,Feel Good Indie Rock,2024-03-28,0.0,8,157974,0.0288,feel-good
Ben E. King,Stand By Me,0.306,118.068,0.65,blues,-9.443,0.0707,0.605,0.0393,75,Classic Blues,1962-08-20,7.07e-06,9,180056,0.57,classic
Eagles,Life in the Fast Lane - 2013 Remaster,0.755,109.535,0.667,rock,-7.246,0.0523,0.883,0.069,68,Rock Classics,1976-12-08,6.94e-05,9,286220,0.0966,classic
Jason Mraz,I'm Yours,0.444,150.96,0.703,pop,-9.331,0.0973,0.712,0.0417,74,Soft Pop Hits,2008-05-12,0.0,11,242947,0.559,soft
Vance Joy,Riptide,0.731,101.654,0.483,pop,-6.696,0.151,0.484,0.0381,85,Global Top 50,2014-08-05,0.0,1,204280,0.436,global
Queens of the Stone Age,No One Knows,0.584,170.411,0.509,rock,-4.907,0.384,0.685,0.057,69,Rock Classics,2002-01-01,9.96e-05,0,278747,0.0368,classic
"Drake, Yeat",IDGAF (feat. Yeat),0.672,136.902,0.673,gaming,-8.577,0.193,0.14,0.224,76,Top Gaming Tracks,2023-10-06,0.000284,8,260111,0.0466,modern
"Mike Posner, Seeb",I Took A Pill In Ibiza - Seeb Remix,0.714,101.969,0.664,electronic,-6.645,0.0843,0.71,0.111,79,EDM Hits,2016-05-06,8.42e-06,7,197933,0.0353,modern
Eternxlkz,BRODYAGA FUNK,0.738,130.0,0.593,gaming,-2.956,0.292,0.591,0.0351,75,Top Gaming Tracks,2023-11-17,0.968,11,134785,0.269,modern
Benson Boone,Slow It Down,0.583,181.489,0.432,gaming,-4.682,0.0933,0.544,0.0687,87,Top Gaming Tracks,2024-04-05,0.0,8,161831,0.174,modern
"Lil Baby, Gunna",Drip Too Hard (Lil Baby & Gunna),0.662,112.509,0.897,arabic,-6.903,0.534,0.39,0.292,79,Arab X,2018-10-05,0.0,1,145543,0.0852,modern
Beck,Loser,0.611,85.387,0.654,rock,-10.45,0.405,0.786,0.119,69,Rock Classics,1994-03-01,0.000178,2,235000,0.0337,classic
Post Malone,Circles,0.763,120.042,0.695,pop,-3.497,0.0863,0.551,0.0396,83,Soft Pop Hits,2019-09-06,0.00242,0,215280,0.189,soft
Mark Ambor,Good To Be,0.731,94.009,0.656,folk,-5.861,0.397,0.376,0.0278,71,Indie Folk,2024-08-16,0.00111,4,147167,0.575,indie
"Bad Bunny, Tainy",Callaita,0.624,176.169,0.61,latin,-4.773,0.243,0.244,0.309,72,Reggaeton Hits,2019-05-31,2.12e-06,2,250534,0.6,reggaeton
Jim Croce,Operator (That's Not the Way It Feels),0.533,130.398,0.687,folk,-8.853,0.0844,0.814,0.0314,71,American Folk,1972-04-01,6.43e-05,7,229707,0.573,american
Maroon 5,She Will Be Loved - Radio Mix,0.663,102.0,0.651,pop,-5.569,0.0994,0.465,0.0281,80,Soft Pop Hits,2002,0.0,0,259453,0.228,soft
Hozier,Too Sweet,0.62,117.038,0.741,rock,-5.505,0.0398,0.934,0.0412,79,Feel Good Indie Rock,2024-03-22,0.000809,10,251424,0.0295,feel-good
Ayra Starr,Rush,0.503,99.97,0.792,ambient,-8.044,0.0959,0.381,0.0626,68,Meditative Vibes,2022-09-16,0.00057,1,185093,0.0369,meditative
"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),0.611,134.093,0.711,hip-hop,-5.453,0.23,0.144,0.33,79,Gangster Rap,2021-09-10,0.0,1,252262,0.00588,gangster
Eminem,Houdini,0.887,127.003,0.936,gaming,-2.76,0.0582,0.889,0.0683,81,Top Gaming Tracks,2024-05-31,1.88e-06,9,227239,0.0292,modern
Sabrina Carpenter,Please Please Please,0.586,107.015,0.675,pop,-6.086,0.104,0.621,0.0531,87,Global Top 50,2024-08-23,0.0,9,186365,0.257,global
"Calvin Harris, Ellie Goulding",Outside (feat. Ellie Goulding),0.823,128.035,0.646,electronic,-4.123,0.322,0.418,0.0394,82,EDM Hits,2014-10-31,0.0,2,227267,0.213,modern
Sabrina Carpenter,Espresso,0.76,103.969,0.701,pop,-5.478,0.185,0.69,0.0285,90,Today's Top Hits,2024-04-12,6.54e-05,0,175459,0.107,mainstream
Train,Drops of Jupiter (Tell Me),0.638,79.064,0.481,pop,-5.862,0.154,0.497,0.0276,80,Soft Pop Hits,2001-03-27,0.0,0,259933,0.153,soft
Myles Smith,Stargazing,0.601,123.994,0.635,gaming,-6.129,0.11,0.332,0.0295,88,Top Gaming Tracks,2024-05-10,0.0,1,172533,0.246,modern
"Mark Ronson, Miley Cyrus",Nothing Breaks Like a Heart (feat. Miley Cyrus),0.794,114.066,0.601,pop,-5.844,0.418,0.244,0.0671,76,Soft Pop Hits,2019-06-21,1.36e-06,7,217099,0.00987,soft
Indila,Dernière danse,0.449,114.924,0.669,electronic,-7.658,0.0729,0.327,0.049,77,French Touch,2014-01-01,0.0,0,213493,0.184,french
Charli xcx,360,0.62,120.042,0.857,gaming,-8.13,0.0934,0.796,0.0472,81,Top Gaming Tracks,2024-06-07,0.244,0,133805,0.646,modern
"Maria Becerra, Yandel",SEXO ES LA MODA,0.718,105.002,0.848,latin,-4.385,0.116,0.564,0.0557,74,Viva Latino,2024-10-31,1.9e-05,9,165901,0.183,modern
"24kGoldn, iann dior",Mood (feat. iann dior),0.716,91.007,0.701,arabic,-3.671,0.324,0.732,0.0361,80,Arab X,2021-03-26,0.0,7,140533,0.174,modern
The Doors,Riders on the Storm,0.722,103.886,0.55,rock,-11.729,0.11,0.716,0.0283,70,Rock Classics,1971-04-19,0.0129,11,434720,0.25,classic
"Blessd, Anuel AA",DEPORTIVO,0.762,90.025,0.816,latin,-2.864,0.0845,0.782,0.0565,72,Viva Latino,2024-11-14,0.000404,0,218701,0.534,modern
Simge,Önümüz Yaz,0.914,108.02,0.726,turkish,-4.226,0.54,0.839,0.0802,74,Turkish Pop,2024-06-21,0.0,7,181518,0.0758,pop
"Timbaland, Justin Timberlake, Nelly Furtado",Give It To Me,0.711,110.621,0.975,pop,-3.904,0.0799,0.815,0.0632,74,Throwback Party,2007-04-02,0.000552,8,234027,0.168,throwback
"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),0.668,87.973,0.573,arabic,-4.356,0.109,0.145,0.0467,82,Arab X,2022-12-02,4.01e-05,7,199920,0.189,modern
"Polo G, Lil Tjay",Pop Out (feat. Lil Tjay),0.639,168.112,0.772,arabic,-7.119,0.0698,0.261,0.467,74,Arab X,2019-06-07,0.0,1,166560,0.15,modern
Ice Cube,You Know How We Do It,0.52,92.869,0.747,hip-hop,-10.523,0.142,0.601,0.0357,76,Chill Hop,1993-12-07,0.0537,10,232773,0.0977,chill
Bruno Mars,Locked out of Heaven,0.698,143.994,0.726,pop,-4.165,0.309,0.867,0.0431,89,Global Top 50,2012-12-07,0.0,5,233478,0.049,global
Sum 41,Fat Lip,0.914,196.482,0.403,punk,-5.215,0.065,0.626,0.142,73,Pop Punk Powerhouses,2001-01-01,0.0,9,178267,0.000579,pop punk
"Calvin Harris, Alesso, Hurts",Under Control (feat. Hurts),0.915,126.094,0.544,pop,-3.405,0.115,0.51,0.0841,76,Throwback Party,2014-10-31,0.000914,8,184280,0.129,throwback
Pixies,Where Is My Mind? - 2007 Remaster,0.441,81.334,0.519,rock,-14.178,0.076,0.25,0.0353,76,Rock Classics,1988-03-21,0.000453,4,234973,0.0204,classic
The Clash,London Calling - Remastered,0.801,133.769,0.651,rock,-7.34,0.0825,0.776,0.0514,70,Rock Classics,1979,0.0,0,200480,0.123,classic
Brent Faiyaz,Trust,0.394,92.009,0.764,r&b,-8.559,0.117,0.465,0.152,75,R&B Hits,2018-10-19,9.37e-05,8,158421,0.231,modern
